
TDR_alpha20_2s_3by2_alphamax30_eta99_gam14_ic25_confidence30.csv
p0,p1,nc1,ne1,a1,m1,nc2,ne2,b1,b2,m2,alpha,alpha1,alpha2,alphamax,power,beta,eta,gam,eta1,eta2,gam1,gam2,nogo,expic,es0,es1,En,N1,N2,etamax,gammax,expicmax,ci
0.55,0.65,68,68,-7,38,10,10,-1,0,48,0.13882,0.35611,0.35611,0.1996,0.75613,0.05943,0.23767,0.13464,0,0.23767,0,0.13464,0.10781,0.18616,0.51569,0.04979,145.686286608541,136,156,0.99,0.14,0.25,0.3
0.6,0.7,64,64,-7,39,14,14,-1,0,52,0.13071,0.3506,0.3506,0.18978,0.76017,0.0565,0.2427,0.13486,0,0.2427,0,0.13486,0.11374,0.18878,0.51284,0.04846,141.640447448873,128,156,0.99,0.14,0.25,0.3
0.65,0.75,56,56,-8,37,20,20,-17,2,54,0.13727,0.30699,0.30699,0.18844,0.76458,0.05317,0.18356,0.13292,0.02314,0.16042,0.05671,0.07621,0.17205,0.15824,0.50712,0.04932,131.715398640556,112,152,0.99,0.14,0.25,0.3
0.7,0.8,52,52,-5,37,19,19,-16,2,54,0.1366,0.30291,0.30291,0.18674,0.7743,0.04835,0.18016,0.12806,0.02338,0.15679,0.05784,0.07022,0.16786,0.15411,0.51537,0.04929,122.416097503364,104,142,0.99,0.14,0.25,0.3
0.05,0.2,22,22,-3,2,2,2,-5,2,3,0.08319,0.20785,0.2432,0.11896,0.80416,0.048,0.08625,0.09933,0.0317,0.05456,0.07943,0.01991,0.13153,0.09279,0.69903,0.04851,45.2038901664168,44,48,0.99,0.14,0.25,0.3
0.1,0.25,23,23,-4,3,2,2,-7,1,5,0.09079,0.24976,0.31956,0.14007,0.76214,0.0495,0.2044,0.13842,0.00715,0.19725,0.02396,0.11446,0.11145,0.17141,0.59336,0.04994,47.6265678530671,46,50,0.99,0.14,0.25,0.3
0.15,0.3,24,24,-3,4,3,3,-8,2,6,0.15151,0.25466,0.28647,0.19533,0.76093,0.05668,0.14596,0.13247,0.05499,0.09097,0.09881,0.03366,0.18226,0.13922,0.52027,0.04992,50.8783760439558,48,54,0.99,0.14,0.25,0.3
0.2,0.35,28,28,-4,6,3,3,-9,1,9,0.13538,0.28183,0.34417,0.1922,0.77442,0.04996,0.21644,0.13198,0.0148,0.20163,0.035,0.09698,0.13808,0.17421,0.5101,0.04364,58.9393995651107,56,62,0.99,0.14,0.25,0.3
0.25,0.4,30,30,-4,8,2,2,-3,1,11,0.13791,0.277,0.33868,0.19495,0.75784,0.05312,0.21252,0.1397,0.01413,0.19839,0.03429,0.10541,0.12348,0.17611,0.52608,0.04934,61.8956638640696,60,64,0.99,0.14,0.25,0.3
0.3,0.45,32,32,-4,10,6,6,-12,1,15,0.12463,0.26699,0.33399,0.17961,0.76905,0.04634,0.22686,0.13809,0.0112,0.21566,0.02944,0.10865,0.13718,0.18247,0.51133,0.04652,69.8640476029431,64,76,0.99,0.14,0.25,0.3
0.35,0.5,30,30,-7,11,6,6,-12,1,16,0.13957,0.27514,0.33772,0.19663,0.75946,0.05209,0.21024,0.13867,0.01553,0.19471,0.03748,0.1012,0.14154,0.17446,0.50865,0.04978,65.8962559859591,60,72,0.99,0.14,0.25,0.3
0.4,0.55,34,34,-4,14,3,3,-3,2,18,0.14773,0.2579,0.30138,0.19742,0.75174,0.0634,0.17795,0.13875,0.03094,0.14701,0.0692,0.06954,0.16352,0.15835,0.51079,0.04611,70.935254540282,68,74,0.99,0.14,0.25,0.3
0.45,0.6,30,30,-6,14,8,8,-1,0,21,0.12738,0.27525,0.35576,0.18689,0.7606,0.05307,0.25241,0.1369,0,0.25241,0,0.1369,0.11496,0.19466,0.50525,0.04943,67.9160328342046,60,76,0.99,0.14,0.25,0.3
0.5,0.65,29,29,-6,15,10,10,-13,2,23,0.13775,0.24948,0.29595,0.18674,0.75966,0.05732,0.17311,0.13427,0.02872,0.14438,0.06845,0.06582,0.18675,0.15369,0.50239,0.04875,67.9522890101441,58,78,0.99,0.14,0.25,0.3
0.55,0.7,28,28,-6,16,8,8,-12,2,23,0.14693,0.25232,0.29463,0.19548,0.75636,0.05615,0.16475,0.1376,0.0349,0.12985,0.07903,0.05857,0.17412,0.15118,0.51419,0.04989,63.7728953045557,56,72,0.99,0.14,0.25,0.3
0.6,0.75,29,29,-4,18,7,7,-12,2,25,0.13296,0.23929,0.28411,0.1802,0.7591,0.05616,0.17309,0.13978,0.02791,0.14518,0.0715,0.06827,0.17169,0.15643,0.52226,0.04497,64.6883764545008,58,72,0.99,0.14,0.25,0.3
0.65,0.8,25,25,-5,17,6,6,-2,2,23,0.14798,0.24314,0.27984,0.19374,0.7539,0.06255,0.1499,0.13588,0.03614,0.11376,0.08573,0.05014,0.16707,0.14289,0.53505,0.04767,55.5794376534145,50,62,0.99,0.14,0.25,0.3
0.7,0.85,22,22,-3,16,4,4,-2,1,21,0.14405,0.2615,0.31958,0.19924,0.76623,0.05183,0.20124,0.1373,0.01561,0.18563,0.04227,0.09503,0.13309,0.16927,0.52161,0.04465,47.8270859751922,44,52,0.99,0.14,0.25,0.3
0.05,0.25,11,11,-2,1,2,2,-4,1,2,0.11864,0.26969,0.35412,0.1743,0.83627,0.04107,0.1673,0.07764,0.01474,0.15256,0.03292,0.04472,0.14011,0.12247,0.57395,0.04502,23.7041878682946,22,26,0.99,0.14,0.25,0.3
0.1,0.3,14,14,-3,2,2,2,-5,2,3,0.12802,0.20268,0.24484,0.16284,0.76714,0.04474,0.11712,0.13926,0.07854,0.03858,0.12897,0.01029,0.16768,0.12819,0.58718,0.04885,29.6512954913883,28,32,0.99,0.14,0.25,0.3
0.15,0.35,16,16,-3,3,2,2,-7,1,5,0.1097,0.22804,0.33125,0.16263,0.78067,0.04698,0.19983,0.12406,0.01047,0.18936,0.02971,0.09435,0.12291,0.16195,0.56755,0.04829,33.7297879618818,32,36,0.99,0.14,0.25,0.3
0.2,0.4,17,17,-4,4,3,3,-8,2,6,0.14132,0.22366,0.27697,0.18406,0.77238,0.05077,0.13594,0.12909,0.05211,0.08383,0.09914,0.02995,0.17118,0.13252,0.55155,0.04776,36.6906886243714,34,40,0.99,0.14,0.25,0.3
0.25,0.45,18,18,-3,5,2,2,-8,2,7,0.15494,0.23225,0.28267,0.19824,0.76205,0.05211,0.14646,0.13752,0.05686,0.0896,0.10448,0.03304,0.16534,0.14199,0.53326,0.04832,37.86695327185,36,40,0.99,0.14,0.25,0.3
0.3,0.5,18,18,-5,6,3,3,-9,1,9,0.13252,0.23725,0.33425,0.18833,0.77035,0.04968,0.1994,0.13119,0.01504,0.18435,0.03781,0.09338,0.13235,0.16529,0.53574,0.04878,38.7855765340155,36,42,0.99,0.14,0.25,0.3
0.35,0.55,19,19,-3,7,4,4,-10,1,11,0.12855,0.2334,0.33367,0.18362,0.78051,0.0448,0.22282,0.13013,0.0124,0.21042,0.03225,0.09788,0.14486,0.17647,0.50376,0.04456,41.9698859476725,38,46,0.99,0.14,0.25,0.3
0.4,0.6,19,19,-3,8,4,4,-10,2,12,0.13027,0.21139,0.27669,0.17578,0.75458,0.06099,0.16821,0.13868,0.03129,0.13692,0.07748,0.0612,0.19138,0.15344,0.51014,0.04575,41.9188772894851,38,46,0.99,0.14,0.25,0.3
0.45,0.65,19,19,-3,9,3,3,-1,1,13,0.12057,0.21654,0.3156,0.17381,0.75614,0.062,0.22313,0.13697,0.00669,0.21644,0.02037,0.1166,0.14071,0.18005,0.51558,0.04489,40.9064989096515,38,44,0.99,0.14,0.25,0.3
0.5,0.7,17,17,-3,9,4,4,-2,2,13,0.14596,0.21886,0.27397,0.19023,0.75044,0.06122,0.15356,0.1391,0.04017,0.11339,0.09206,0.04704,0.18288,0.14633,0.5176,0.04925,37.8591924291104,34,42,0.99,0.14,0.25,0.3
0.55,0.75,17,17,-3,10,4,4,-3,2,14,0.14844,0.22023,0.27285,0.19197,0.76435,0.04824,0.14828,0.13992,0.04564,0.10264,0.10083,0.0391,0.16359,0.1441,0.53968,0.04749,37.6825567755828,34,42,0.99,0.14,0.25,0.3
0.6,0.8,14,14,-3,9,5,5,-9,1,14,0.14399,0.23672,0.32747,0.19938,0.78905,0.04144,0.18898,0.12065,0.01783,0.17116,0.04556,0.07509,0.14334,0.15482,0.52369,0.04886,32.7631311282691,28,38,0.99,0.14,0.25,0.3
0.65,0.85,13,13,-3,9,4,4,0,2,13,0.16009,0.21572,0.24876,0.19695,0.75067,0.10737,0.11315,0.10461,0.03563,0.07752,0.08209,0.02252,0.22009,0.10888,0.50668,0.03735,29.946559883661,26,34,0.99,0.14,0.25,0.3
0.7,0.9,12,12,-2,9,2,2,-7,1,12,0.14063,0.22177,0.30358,0.1935,0.78186,0.04369,0.19726,0.13838,0.01907,0.17819,0.0572,0.08118,0.13193,0.16782,0.53019,0.03607,25.8792532549089,24,28,0.99,0.14,0.25,0.3
0.05,0.3,9,9,-2,1,2,2,-3,1,2,0.09144,0.22879,0.35114,0.14307,0.85913,0.03225,0.16185,0.06679,0.0086,0.15325,0.02341,0.04338,0.11393,0.11432,0.63279,0.04184,19.4688558196313,18,22,0.99,0.14,0.25,0.3
0.1,0.35,12,12,-2,2,2,2,0,1,4,0.04252,0.13013,0.28547,0.07573,0.76829,0.04746,0.20195,0.13804,0,0.20195,0,0.13804,0.09025,0.16999,0.66528,0.04622,25.3388695124143,24,28,0.99,0.14,0.25,0.3
0.15,0.4,10,10,-3,2,2,2,0,2,3,0.14509,0.19662,0.23987,0.17659,0.75284,0.09754,0.08949,0.10173,0.06113,0.02835,0.09554,0.00619,0.21822,0.09561,0.54721,0.04788,21.8111647064488,20,24,0.99,0.14,0.25,0.3
0.2,0.45,12,12,-3,3,2,2,-6,1,5,0.11715,0.21117,0.33564,0.17098,0.79893,0.0431,0.19218,0.11323,0.01229,0.17989,0.03291,0.08032,0.12719,0.1527,0.56348,0.04474,25.7460802126324,24,28,0.99,0.14,0.25,0.3
0.25,0.5,13,13,-3,4,2,2,-7,2,6,0.11297,0.17927,0.25313,0.15393,0.75792,0.05952,0.13149,0.13317,0.03471,0.09677,0.08977,0.0434,0.16543,0.13233,0.59011,0.04939,27.6395405142873,26,30,0.99,0.14,0.25,0.3
0.3,0.55,12,12,-3,4,2,2,-1,2,6,0.15106,0.20817,0.26263,0.1906,0.75439,0.07317,0.13478,0.1321,0.0545,0.08028,0.10552,0.02658,0.21108,0.13344,0.50308,0.04034,25.987672424535,24,28,0.99,0.14,0.25,0.3
0.35,0.6,13,13,-2,5,2,2,0,1,8,0.10381,0.18123,0.30487,0.15406,0.75542,0.07243,0.22378,0.12241,0,0.22378,0,0.12241,0.13575,0.1731,0.53667,0.04973,27.8533273973501,26,30,0.99,0.14,0.25,0.3
0.4,0.65,13,13,-4,6,2,2,-2,2,8,0.1514,0.20896,0.26608,0.19217,0.7673,0.04772,0.1296,0.13789,0.05709,0.07251,0.11276,0.02513,0.14289,0.13374,0.57611,0.04708,27.6955543517862,26,30,0.99,0.14,0.25,0.3
0.45,0.7,10,10,-4,5,5,5,-2,2,9,0.1316,0.18905,0.25312,0.17231,0.75457,0.05906,0.14114,0.13848,0.04282,0.09832,0.10285,0.03563,0.22176,0.13981,0.50551,0.04788,24.9448740080647,20,30,0.99,0.14,0.25,0.3
0.5,0.75,9,9,-4,5,4,4,-1,1,9,0.12006,0.19042,0.30191,0.17217,0.75188,0.06893,0.20123,0.13004,0.00893,0.1923,0.02921,0.10083,0.17823,0.16563,0.50048,0.04916,21.9961547851562,18,26,0.99,0.14,0.25,0.3
0.55,0.8,10,10,-2,6,4,4,-1,2,10,0.12337,0.176,0.23487,0.16184,0.75158,0.06297,0.14132,0.13844,0.03481,0.10651,0.09905,0.03938,0.21192,0.13988,0.52339,0.04701,23.8128625443787,20,28,0.99,0.14,0.25,0.3
0.6,0.85,9,9,-2,6,5,5,-8,1,11,0.11201,0.18371,0.3021,0.16158,0.8128,0.03304,0.19876,0.11006,0.01037,0.18838,0.03516,0.07491,0.15252,0.15441,0.53671,0.04409,22.6329077207322,18,28,0.99,0.14,0.25,0.3
0.65,0.9,8,8,-2,6,4,4,-7,1,10,0.13304,0.20381,0.31131,0.18517,0.83633,0.02593,0.15882,0.09491,0.01677,0.14205,0.04969,0.04522,0.1277,0.12687,0.58043,0.04283,19.3565662979657,16,24,0.99,0.14,0.25,0.3
0.7,0.95,6,6,-2,5,4,4,-6,1,9,0.13044,0.19505,0.29331,0.18067,0.8499,0.02141,0.1498,0.09591,0.01887,0.13093,0.06396,0.03195,0.13994,0.12286,0.57982,0.03277,15.3614,12,20,0.99,0.14,0.25,0.3
